20147245,950000
20028420,1000000
20062682,1000000
20034462,1000000
20030072,1000000
20015764,800000
20112120,800000
20002349,800000
20016858,800000
20009963,800000
20139523,600000
20007269,600000
20101661,600000
20044097,600000
20052187,600000
20168787,400000
20196572,400000
20156855,400000
20175006,400000
20177163,400000
20153417,400000
20199880,400000
20159443,400000
20164795,400000
20193703,400000
20196303,200000
20201895,200000
20154727,200000
20192707,200000
20192265,200000
20209206,200000
20170855,200000
20195667,200000
20198974,50000
20197386,200000
20201646,200000
20190829,200000
20193295,200000
20189705,200000
20157894,200000
20161961,200000
20204360,200000
20190903,200000
20188156,200000
20161524,200000
20183850,200000
20203056,200000
20206561,200000
20201365,200000
20189699,200000
20177071,200000
20205427,200000
20196724,200000
20179714,200000
20209735,200000
20152948,200000
20208867,200000
20151132,200000
20187179,200000
20205668,200000
20170892,200000
20150679,200000
20165296,200000
20203789,200000
20178254,200000
20157384,200000
20193572,200000
20190294,200000
20170661,200000
20191339,200000
20209539,200000
20200031,200000
20159633,200000
20160584,200000
20182250,200000
20199911,200000
20180987,200000
20167789,200000
20162091,200000
20156174,200000
20151786,200000
20154660,200000
20181722,200000
20161039,200000
20178778,200000
20205704,200000
20192553,200000
20207038,200000
20164163,200000
20155248,200000
20162202,200000
20187264,200000
20202734,200000
20154853,200000
20157835,200000
20178343,200000
20189605,200000
20207366,200000
20176136,200000
20186215,200000
